V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,FREQUENCY
29.71446379,1.978413743,32.510711,61.02143194,625.6961187,1614.050178,5095.830047,3161.686814,24.23631824,5.332323725,3.946588776,-0.529402966,-0.766244887,-0.379115759,72.03007497,-0.227117752,2.708632485,9.934065132,-1.043056415,1.079980431,12.66109896,899.5668376,22.95367831,15.95805264,11.77523864,4827.636522,21.0398924,0.443511358,68.28678349,0.310529041,6.487808551,2
41.6506354,-0.637823302,2.873593263,-0.633683907,283.187443,849.9397058,14809.82296,12860.19286,63.16464808,2.899919257,51.6035706,17.5819949,6.420906071,0.875475684,0.905278207,12.08147869,7.5173777,0.158546414,4.972107616,0.759281958,2.255233944,480.2034673,12.61018986,9.214311653,16.79585333,5583.735498,30.21005176,2.048330446,80.64900946,1.922443006,8.757931497,1
56.49164103,0.110514858,38.85300325,65.4004109,475.3645328,2774.947745,22377.19108,26482.27135,18.30671578,0.015839833,15.03104443,3.728860167,0.451299506,70.3808027,-0.009188032,1.501788215,6.918138099,0.844992792,0.671069849,0.113025451,1.16551771,996.3340134,36.37132256,14.71181145,12.02607514,4176.084154,20.6985948,1.909162809,72.98044286,1.129886351,3.954243027,1
40.71077297,0.391597596,54.8571531,57.71800412,1086.69473,1786.651845,21346.55627,4377.919712,10.81267376,-0.718689453,27.17907613,21.50100258,-0.306040935,9.854480122,0.43828392,29.27430373,-0.313511094,0.357272377,0.103591258,-0.119965551,12.96550312,1174.783647,20.84176465,10.96903079,10.45036182,4547.740184,20.12778288,0.449858668,52.90618549,1.49031184,2.645602949,1
33.94642073,0.95132605,31.4740526,1.053348551,825.4139113,4003.697883,15801.01153,21546.94241,25.36991899,-0.200277971,36.84964875,2.165136608,0.085924228,5.84377742,0.371007281,32.86071737,17.02245919,-0.428401274,1.675314347,-0.907649949,0.172700478,701.1084847,24.17102852,15.86655389,11.17570477,3338.674465,21.26516983,0.490719077,38.71258602,0.015788844,0.840518005,1
21.96480369,-0.52902169,44.54372869,47.28709266,861.5344569,2327.599102,26769.25474,17549.96708,18.46919307,0.579274622,13.6341935,-0.075549192,0.683078284,19.3077695,12.48398209,52.18934551,-1.123249731,-0.40973942,2.74542993,-1.836293055,0.300254098,952.1686978,31.86120062,17.06999328,9.329995658,3195.05913,20.93323999,-1.226031166,37.24283846,-0.332652543,1.843543824,1
27.02755775,0.917822575,32.07552735,11.94280174,535.7554959,2582.968017,30414.88275,5588.515952,21.46334907,1.339954941,27.03119748,1.866280235,2.131113868,64.99489154,-0.367916512,2.937033272,0.854126771,1.150705818,-0.440604247,1.799844466,0.212319773,722.2432707,25.00361697,16.83231245,12.12147814,3133.629166,19.67080955,1.648885208,37.67595748,0.757946634,1.74494054,1
61.93553088,0.582552624,10.27917457,62.42249259,877.1841556,1836.251086,10433.59532,17888.63445,51.67897193,-1.386122609,14.31117436,3.501988365,-1.119544889,-0.732721613,0.44454316,34.6605721,0.784347118,-2.581225904,41.48870677,0.218977713,7.432312313,647.0768713,23.79174555,15.08773755,13.62313579,2921.155208,18.67494079,-0.731054555,48.05306361,0.119610876,1.396960501,1
19.58777033,-0.020107032,60.122617,18.25998562,681.7198449,3943.082778,11399.74719,6042.587502,27.09226977,1.858596487,15.88624549,-0.20770037,2.118178039,48.4947808,15.23072066,1.126514392,2.723725148,2.227921463,12.05962692,0.136980241,2.423381587,514.2005836,34.84535757,20.29728683,12.36809536,3172.113389,19.86249076,-0.705605056,38.65805937,-0.047855295,0.023782893,2
36.6033981,2.093705051,31.99217915,34.45200955,703.652409,2218.438978,17102.72923,1857.866416,25.80327948,-1.009613969,43.5014922,2.212375769,1.337976525,3.802822015,13.8771612,7.04991248,1.951964341,1.416983103,27.69763873,-0.259323451,-0.557743318,612.143571,27.70772766,25.08896683,12.90864455,3192.615454,20.31698465,-0.841587137,57.23523083,-0.353187285,6.846493084,1
41.07863327,-1.374219896,18.715219,2.285325499,441.0385955,2129.25408,3965.044121,3955.809772,23.92276459,4.150086122,11.60026914,-0.94077338,-0.590701844,7.003595761,73.6292473,0.097657855,0.296135292,-0.805236336,6.990249625,1.023560957,3.643260306,834.1141522,19.6050494,15.76907076,12.87451948,3166.356263,20.31755422,-1.116420519,34.49533137,-0.164028234,2.117293375,1
40.71375003,-1.271847518,21.82607478,0.541485133,379.7378747,2173.297185,9670.655986,3706.297392,12.32940819,1.563534421,8.355923124,3.709603019,-0.545347856,-0.687070928,20.12807974,4.686554113,3.050718047,11.20574034,30.7080698,-2.118908541,15.01663863,946.5660551,12.5713179,9.69310531,10.8647766,3151.402714,21.86946697,3.582129836,33.78520601,0.777689542,0.978873854,3
46.39676815,1.155250248,37.80998516,24.37838459,501.8813607,1751.777326,6945.12981,3066.333996,14.94824683,0.935376151,2.606588035,-0.534406682,0.991580468,3.034578196,70.73139582,1.142332584,2.900968861,12.12825429,5.409988896,-0.196624867,0.881165249,1069.946943,23.13158173,14.29098041,11.45458724,3145.992351,20.57097426,-0.402076353,33.21808166,-1.440953006,0.609468373,1
29.92550039,2.907246584,33.96310711,61.94556792,624.1201108,1614.51503,5097.116258,3159.155474,24.93941067,6.711175195,4.095949681,-1.041425868,-1.14382245,-0.946030055,73.36246974,0.250149108,3.258119112,9.773325006,1.034280328,-0.562062045,11.98204021,898.8938162,24.25882599,18.44288825,10.98020617,3156.403019,18.4545237,-0.257211904,33.95084128,0.737447572,1.594290634,5
34.46541975,1.107342705,49.65507929,0.567944265,507.581574,1255.613375,13467.54568,3046.716752,68.24623604,0.2237713,-0.309899475,1.350333271,0.0168256,0.796904515,88.90348462,9.400503648,2.100341485,-2.126713356,0.857414142,0.571037527,-0.613164017,445.7079494,22.03428481,13.26481069,14.08990176,2750.631457,30.05449744,-0.56489581,42.18976494,0.091950255,3.482086481,1
14.53130047,40.12674339,38.7720064,91.18881009,2578.477119,3307.584734,15736.03144,3947.250138,7.029041271,0.119147799,20.36948567,0.488789218,0.888307096,-0.712598333,30.35527496,12.66567408,0.039803327,12.90648921,22.36252946,-0.693487671,-2.67618561,1350.048363,38.76992733,22.16058205,8.787218224,3112.918792,20.50976592,-0.633473354,25.98412086,-0.528447295,1.124070101,6
38.41368857,0.801843933,15.77388931,1.411002231,479.8358914,1168.020858,6748.698694,13047.82981,53.23687227,1.229950825,31.07627108,15.84371472,-2.410990699,0.086441088,7.43401587,15.13616563,-0.026591606,2.503604792,19.2681329,-1.394797639,11.81589695,691.1065912,16.69553882,9.014705606,12.83652508,3021.142932,17.82320085,0.085021605,39.38627578,-1.446496355,0.134323316,1
8.301849209,1.163367791,11.6860237,-0.878354815,307.9393218,1264.818215,7460.340662,20125.8535,46.64317895,1.211839131,41.64335164,6.70479486,-0.48772574,4.38380362,17.25092313,9.854229343,7.949631286,7.091156564,3.268993592,-0.27550346,2.313091518,647.4836357,6.247177332,5.196986111,14.89302468,3121.043821,20.86755781,-1.310387506,39.65984336,0.78040819,1.555247992,1
23.29195406,0.49974502,34.37000583,-1.04992056,931.1699284,1459.740662,13598.28634,11266.79899,22.01247623,-1.067124844,60.68161961,1.967352318,1.334039287,21.06884109,2.389287918,2.619182621,7.267479588,-0.729734591,5.371386814,0.392001817,-0.10628142,951.3054352,17.60659213,9.590802785,12.84528897,2971.182985,21.11951654,0.831925633,31.95292737,0.577758417,1.069638057,1
57.55960509,-0.140350325,39.46235603,67.46405725,474.045998,2774.670187,22377.61999,26482.61919,17.99761448,1.292124806,15.42544993,6.517808875,1.19929583,72.33253501,0.498552893,-0.380727853,8.925745997,-0.334275414,-0.369247287,-0.577514272,1.164613222,999.2217002,37.1924851,17.35963826,11.54872128,3225.02913,19.26161115,-0.344819527,39.9929487,1.984462366,0.760215595,1
44.12071027,-0.24040412,36.24421096,-1.06377753,845.5190139,1688.287635,10225.41652,3479.377076,76.2450873,5.342161965,7.80739281,12.72261915,0.089584631,30.50137439,13.74099137,24.68218014,4.843331332,0.139750093,0.844299766,-0.120621139,2.610602562,812.4269583,30.9983822,16.17047272,11.84483187,3295.454158,18.88703383,0.178820438,32.15001046,0.018299175,-1.339543965,1
67.98344832,-0.600077196,13.54075137,46.91038739,455.3503376,1291.352061,9807.394411,3879.092418,18.65314488,0.867550762,31.57882777,-0.956901665,-0.703247216,5.687626537,38.42606936,6.457995127,2.81708109,8.387124925,8.845113892,0.044593478,-0.087843561,736.3821443,32.65185206,20.18969397,11.414524,3177.831278,21.97288167,0.078811507,54.40834617,-0.977559447,7.25420956,1
15.23138237,-0.812478174,80.48179501,25.84817531,1475.698047,3199.107913,9781.167128,8616.34137,8.158476792,-0.666051649,1.365096402,59.32346388,-0.045299851,4.940011161,2.611796659,1.580201369,0.494474201,-0.142099679,0.084981487,2.019937397,33.99815203,1322.998873,31.82958912,18.22364421,5.460630428,3276.978445,19.68513792,-0.298797047,27.71836295,0.741680859,-0.518550141,1
42.14153396,-0.714917603,54.03054768,56.49086262,1086.448399,1785.747821,21346.21361,4378.033916,9.933859157,-0.455098745,26.42076448,23.16956175,0.147909801,8.093766282,0.425861293,28.52199814,-0.341036904,-0.587113523,1.355309433,0.091683407,12.59162148,1177.063996,20.30657332,11.75495069,8.102343513,3164.710153,20.35664897,-0.75034332,23.53335405,0.61195531,0.213899998,1
57.54516809,0.671187891,0.304639817,-1.027762647,532.7567564,3638.511303,10839.83009,9027.248521,41.6662175,1.400787582,43.90198782,1.520443531,-0.293486062,10.16624824,8.035489042,5.547972844,6.242655784,-1.354232132,26.93940845,0.9717991,-0.873332787,359.7173852,8.216329912,8.152518541,13.53491696,4942.911492,40.60630559,6.475966921,71.29916973,-0.300473919,3.640048184,1
52.02995405,-0.103714595,31.02574544,12.6881301,746.9074809,3117.03352,17963.90373,14312.85752,48.30608313,4.020726531,50.13457835,18.69852008,2.696104836,0.892674917,3.181058585,7.19810985,11.71087681,0.726525444,6.190685379,-1.274434646,-0.740317546,387.3771623,27.4355456,14.3537362,13.72039144,5810.452496,38.843849,15.60218201,80.34553572,2.150149105,5.954661984,1
66.28671901,0.515371488,5.305574376,0.534480473,496.0967432,2664.020936,15519.79279,10168.70664,32.8556825,1.730478947,52.28769871,4.052024656,0.497699089,0.856183496,-0.682463782,37.11165235,3.792146945,3.344281781,0.836282092,-0.351978388,1.563721349,338.6787306,13.16902446,10.254271,15.85484561,5545.63691,40.28115499,13.87341972,78.17035335,2.118001426,4.842085695,1
41.18885857,-1.241201024,7.630246798,2.187364027,570.8696426,5011.648287,14189.59424,10420.61444,24.9874262,0.417638594,38.29139403,3.143128998,-1.23444963,18.4806048,0.214160235,26.55373407,7.699454853,6.001818607,-2.008414721,-1.863109271,1.242046455,499.7512266,5.862571176,4.98879212,12.84172185,5816.783765,40.64387238,8.902155156,75.79108724,1.766690555,4.409999968,1
44.21867467,1.574889311,0.776827681,0.988422713,417.7689825,1518.578843,4394.837781,16921.60061,58.20053392,1.258569251,27.38358639,-0.072347469,1.682742852,66.70375292,2.982968615,0.839012826,0.146344143,-0.307743549,0.482916709,-0.542957143,3.617470118,495.2657988,12.64181932,10.00503449,13.49565356,5076.718214,39.38927352,5.439361146,76.01013984,3.091544426,3.573257162,2
53.88393917,0.555575378,17.82334415,-1.588894411,399.4384316,1255.493732,15233.99897,10355.14683,68.46841033,-2.574684332,31.55750826,-1.783687265,0.566147096,9.930666224,0.192026762,3.724740233,-0.811528247,0.828627321,40.34455355,-1.055726929,11.30254299,581.4459925,16.51135692,9.910323213,14.47881755,5643.508877,30.45032849,-0.240116044,67.04820896,0.437578877,2.640595603,1
45.18965315,-0.537692048,13.08817936,1.594769576,432.7408278,1460.081767,7880.254823,2221.410059,26.85631552,2.153187855,2.461893835,-0.059719884,0.543412965,7.513312008,59.52439893,0.090685285,1.503722459,10.26959448,12.56456901,-1.254681494,4.763679757,579.1106682,25.54405059,19.03964476,13.0258011,6454.313042,29.34394791,3.382403028,68.19249628,0.328946664,3.127021793,1
42.08742661,1.700743251,18.17571369,-1.569048115,440.8520867,2128.275766,3964.991284,3956.510616,22.24989283,2.655275164,10.78846657,-0.56257439,-1.270462204,5.937286782,73.07172662,-0.687606639,0.98572849,-0.911264336,7.246663247,-1.742179441,2.236735875,831.924285,20.14820957,17.24276755,10.73231186,6605.585554,28.90927508,2.166400027,63.84703462,0.068251904,3.143758423,1
